,Party,Sector,Year,CO2 emissions (kt)
597,Belgium,Land Use LandUse Change and Forestry,1999,-2192.40088
598,Belgium,Land Use LandUse Change and Forestry,2000,-1825.251159
599,Belgium,Land Use LandUse Change and Forestry,2001,-1697.073468
600,Belgium,Land Use LandUse Change and Forestry,2002,-1757.453792
601,Belgium,Land Use LandUse Change and Forestry,2003,-1713.388254
602,Belgium,Land Use LandUse Change and Forestry,2004,-1623.289238
603,Belgium,Land Use LandUse Change and Forestry,2005,-1609.970767
604,Belgium,Land Use LandUse Change and Forestry,2006,-1598.231654
605,Belgium,Land Use LandUse Change and Forestry,2007,-1393.558083
606,Belgium,Land Use LandUse Change and Forestry,2008,-1142.113345
607,Belgium,Land Use LandUse Change and Forestry,2009,-1161.977156
608,Belgium,Land Use LandUse Change and Forestry,2010,-432.8233396
609,Belgium,Land Use LandUse Change and Forestry,2011,-351.5755649
610,Belgium,Land Use LandUse Change and Forestry,2012,-372.1539183
611,Belgium,Land Use LandUse Change and Forestry,2013,-453.4334849
612,Belgium,Land Use LandUse Change and Forestry,2014,-425.5330008
613,Belgium,Land Use LandUse Change and Forestry,2015,-446.9695225
614,Belgium,Land Use LandUse Change and Forestry,2016,-442.6484981
615,Belgium,Land Use LandUse Change and Forestry,Last Inventory Year (2017),-422.3059008
616,Belgium,Waste,1990,299.4988192
617,Belgium,Waste,1991,301.1938171
618,Belgium,Waste,1992,312.5676426
619,Belgium,Waste,1993,316.4886188
620,Belgium,Waste,1994,191.1935916
621,Belgium,Waste,1995,171.4996094
622,Belgium,Waste,1996,173.0279303
623,Belgium,Waste,1997,177.9497398
624,Belgium,Waste,1998,151.88877
625,Belgium,Waste,1999,155.555028
626,Belgium,Waste,2000,203.9480853
627,Belgium,Waste,2001,209.5246132
628,Belgium,Waste,2002,416.8254218
629,Belgium,Waste,2003,452.0767592
630,Belgium,Waste,2004,501.0148205
631,Belgium,Waste,2005,544.7337612
632,Belgium,Waste,2006,608.259942
633,Belgium,Waste,2007,735.0074393
634,Belgium,Waste,2008,697.5517219
635,Belgium,Waste,2009,599.8584964
636,Belgium,Waste,2010,681.5160075
637,Belgium,Waste,2011,528.077461
638,Belgium,Waste,2012,517.5808206
639,Belgium,Waste,2013,310.0689264
640,Belgium,Waste,2014,220.2954596
641,Belgium,Waste,2015,291.6316592
642,Belgium,Waste,2016,248.1017855
643,Belgium,Waste,Last Inventory Year (2017),274.9062744
644,Belgium,Other,1990,NO
645,Belgium,Other,1991,NO
646,Belgium,Other,1992,NO
647,Belgium,Other,1993,NO
648,Belgium,Other,1994,NO
649,Belgium,Other,1995,NO
650,Belgium,Other,1996,NO
651,Belgium,Other,1997,NO
652,Belgium,Other,1998,NO
653,Belgium,Other,1999,NO
654,Belgium,Other,2000,NO
655,Belgium,Other,2001,NO
656,Belgium,Other,2002,NO
657,Belgium,Other,2003,NO
658,Belgium,Other,2004,NO
659,Belgium,Other,2005,NO
660,Belgium,Other,2006,NO
661,Belgium,Other,2007,NO
662,Belgium,Other,2008,NO
663,Belgium,Other,2009,NO
664,Belgium,Other,2010,NO
665,Belgium,Other,2011,NO
666,Belgium,Other,2012,NO
667,Belgium,Other,2013,NO
668,Belgium,Other,2014,NO
669,Belgium,Other,2015,NO
670,Belgium,Other,2016,NO
671,Belgium,Other,Last Inventory Year (2017),NO
672,Bulgaria,Energy,1990,68152.48327
673,Bulgaria,Energy,1991,54427.73169
674,Bulgaria,Energy,1992,51289.26256
675,Bulgaria,Energy,1993,51528.71523
676,Bulgaria,Energy,1994,48485.79993
677,Bulgaria,Energy,1995,48522.81154
678,Bulgaria,Energy,1996,49101.49897
679,Bulgaria,Energy,1997,47155.15797
680,Bulgaria,Energy,1998,46713.88938
681,Bulgaria,Energy,1999,40586.47068
682,Bulgaria,Energy,2000,38817.41697
683,Bulgaria,Energy,2001,42610.35961
684,Bulgaria,Energy,2002,40453.48905
685,Bulgaria,Energy,2003,44089.38128
686,Bulgaria,Energy,2004,43210.04369
687,Bulgaria,Energy,2005,43977.60175
688,Bulgaria,Energy,2006,45118.00409
689,Bulgaria,Energy,2007,48640.9818
690,Bulgaria,Energy,2008,47991.01683
691,Bulgaria,Energy,2009,42423.38504
692,Bulgaria,Energy,2010,44285.58651
693,Bulgaria,Energy,2011,49083.59773
694,Bulgaria,Energy,2012,44426.82776
695,Bulgaria,Energy,2013,38856.94573
696,Bulgaria,Energy,2014,41192.67832
697,Bulgaria,Energy,2015,43664.66437
698,Bulgaria,Energy,2016,40692.47727
699,Bulgaria,Energy,Last Inventory Year (2017),42881.93575
700,Bulgaria,Industrial Processes and Product Use,1990,8323.957901
701,Bulgaria,Industrial Processes and Product Use,1991,6656.685282
702,Bulgaria,Industrial Processes and Product Use,1992,5593.678596
703,Bulgaria,Industrial Processes and Product Use,1993,5993.463647
704,Bulgaria,Industrial Processes and Product Use,1994,7428.329278
705,Bulgaria,Industrial Processes and Product Use,1995,9014.031218
706,Bulgaria,Industrial Processes and Product Use,1996,8832.447867
707,Bulgaria,Industrial Processes and Product Use,1997,8396.751836
708,Bulgaria,Industrial Processes and Product Use,1998,6415.781332
709,Bulgaria,Industrial Processes and Product Use,1999,5647.973947
710,Bulgaria,Industrial Processes and Product Use,2000,6314.565412
711,Bulgaria,Industrial Processes and Product Use,2001,6253.752418
712,Bulgaria,Industrial Processes and Product Use,2002,5657.039669
713,Bulgaria,Industrial Processes and Product Use,2003,6266.152783
714,Bulgaria,Industrial Processes and Product Use,2004,6208.578985
715,Bulgaria,Industrial Processes and Product Use,2005,6540.363744
716,Bulgaria,Industrial Processes and Product Use,2006,6638.906564
717,Bulgaria,Industrial Processes and Product Use,2007,6946.335127
718,Bulgaria,Industrial Processes and Product Use,2008,5920.212331
719,Bulgaria,Industrial Processes and Product Use,2009,3224.847903
720,Bulgaria,Industrial Processes and Product Use,2010,3477.215023
721,Bulgaria,Industrial Processes and Product Use,2011,3998.723427
722,Bulgaria,Industrial Processes and Product Use,2012,3790.71836
723,Bulgaria,Industrial Processes and Product Use,2013,3632.561122
724,Bulgaria,Industrial Processes and Product Use,2014,3855.395647
725,Bulgaria,Industrial Processes and Product Use,2015,4388.715755
726,Bulgaria,Industrial Processes and Product Use,2016,4517.247812
727,Bulgaria,Industrial Processes and Product Use,Last Inventory Year (2017),4471.557978
728,Bulgaria,Agriculture,1990,45.48680584
729,Bulgaria,Agriculture,1991,21.26250635
730,Bulgaria,Agriculture,1992,16.02304705
731,Bulgaria,Agriculture,1993,18.99908566
732,Bulgaria,Agriculture,1994,23.33935738
733,Bulgaria,Agriculture,1995,14.88249073
734,Bulgaria,Agriculture,1996,17.44874244
735,Bulgaria,Agriculture,1997,17.51537446
736,Bulgaria,Agriculture,1998,11.20072715
737,Bulgaria,Agriculture,1999,16.11449375
738,Bulgaria,Agriculture,2000,16.64973266
739,Bulgaria,Agriculture,2001,19.29594279
740,Bulgaria,Agriculture,2002,17.85404892
741,Bulgaria,Agriculture,2003,16.19043127
742,Bulgaria,Agriculture,2004,18.95083489
743,Bulgaria,Agriculture,2005,18.32449393
744,Bulgaria,Agriculture,2006,17.12186667
745,Bulgaria,Agriculture,2007,15.75273333
746,Bulgaria,Agriculture,2008,20.30306667
747,Bulgaria,Agriculture,2009,24.8534
748,Bulgaria,Agriculture,2010,18.05393333
749,Bulgaria,Agriculture,2011,26.28266667
750,Bulgaria,Agriculture,2012,31.32213333
751,Bulgaria,Agriculture,2013,37.2086
752,Bulgaria,Agriculture,2014,30.86013333
753,Bulgaria,Agriculture,2015,31.2686
754,Bulgaria,Agriculture,2016,35.93333333
755,Bulgaria,Agriculture,Last Inventory Year (2017),33.42348182
756,Bulgaria,Land Use LandUse Change and Forestry,1990,-12440.85353
757,Bulgaria,Land Use LandUse Change and Forestry,1991,-11915.0145
758,Bulgaria,Land Use LandUse Change and Forestry,1992,-11680.43236
759,Bulgaria,Land Use LandUse Change and Forestry,1993,-10884.10136
760,Bulgaria,Land Use LandUse Change and Forestry,1994,-10742.29026
761,Bulgaria,Land Use LandUse Change and Forestry,1995,-10717.38875
762,Bulgaria,Land Use LandUse Change and Forestry,1996,-13070.20405
763,Bulgaria,Land Use LandUse Change and Forestry,1997,-13033.51779
764,Bulgaria,Land Use LandUse Change and Forestry,1998,-13063.83196
765,Bulgaria,Land Use LandUse Change and Forestry,1999,-12932.1426
766,Bulgaria,Land Use LandUse Change and Forestry,2000,-12661.21055
767,Bulgaria,Land Use LandUse Change and Forestry,2001,-12014.28256
768,Bulgaria,Land Use LandUse Change and Forestry,2002,-12089.77298
769,Bulgaria,Land Use LandUse Change and Forestry,2003,-12238.4885
770,Bulgaria,Land Use LandUse Change and Forestry,2004,-12249.78784
771,Bulgaria,Land Use LandUse Change and Forestry,2005,-12355.07879
772,Bulgaria,Land Use LandUse Change and Forestry,2006,-10407.47257
773,Bulgaria,Land Use LandUse Change and Forestry,2007,-10325.44277
774,Bulgaria,Land Use LandUse Change and Forestry,2008,-11071.51136
775,Bulgaria,Land Use LandUse Change and Forestry,2009,-10464.48023
776,Bulgaria,Land Use LandUse Change and Forestry,2010,-10343.58191
777,Bulgaria,Land Use LandUse Change and Forestry,2011,-7030.031245
778,Bulgaria,Land Use LandUse Change and Forestry,2012,-7385.970651
779,Bulgaria,Land Use LandUse Change and Forestry,2013,-7929.769067
780,Bulgaria,Land Use LandUse Change and Forestry,2014,-8581.540584
781,Bulgaria,Land Use LandUse Change and Forestry,2015,-8488.578125
782,Bulgaria,Land Use LandUse Change and Forestry,2016,-8850.739851
783,Bulgaria,Land Use LandUse Change and Forestry,Last Inventory Year (2017),-8597.696887
784,Bulgaria,Waste,1990,19.83451925
785,Bulgaria,Waste,1991,20.1785615
786,Bulgaria,Waste,1992,18.85681378
787,Bulgaria,Waste,1993,20.34100355
788,Bulgaria,Waste,1994,20.6764461
789,Bulgaria,Waste,1995,20.90645553
790,Bulgaria,Waste,1996,20.59626485
791,Bulgaria,Waste,1997,20.76970441
792,Bulgaria,Waste,1998,34.88397505
793,Bulgaria,Waste,1999,28.32566776
794,Bulgaria,Waste,2000,62.58000234
795,Bulgaria,Waste,2001,39.70501748
796,Bulgaria,Waste,2002,38.75199365
797,Bulgaria,Waste,2003,43.79348259
798,Bulgaria,Waste,2004,69.65706471
799,Bulgaria,Waste,2005,54.82625194
800,Bulgaria,Waste,2006,51.57133069
801,Bulgaria,Waste,2007,34.22198039
802,Bulgaria,Waste,2008,42.3934412
803,Bulgaria,Waste,2009,33.278432
804,Bulgaria,Waste,2010,13.45438028
805,Bulgaria,Waste,2011,9.70747976
806,Bulgaria,Waste,2012,20.08859072
807,Bulgaria,Waste,2013,38.90177038
808,Bulgaria,Waste,2014,11.26379133
809,Bulgaria,Waste,2015,10.10177905
810,Bulgaria,Waste,2016,12.2722105
811,Bulgaria,Waste,Last Inventory Year (2017),14.71641292
812,Bulgaria,Other,1990,NO
813,Bulgaria,Other,1991,NO
814,Bulgaria,Other,1992,NO
815,Bulgaria,Other,1993,NO
816,Bulgaria,Other,1994,NO
817,Bulgaria,Other,1995,NO
818,Bulgaria,Other,1996,NO
819,Bulgaria,Other,1997,NO
820,Bulgaria,Other,1998,NO
821,Bulgaria,Other,1999,NO
822,Bulgaria,Other,2000,NO
823,Bulgaria,Other,2001,NO
824,Bulgaria,Other,2002,NO
825,Bulgaria,Other,2003,NO
826,Bulgaria,Other,2004,NO
827,Bulgaria,Other,2005,NO
828,Bulgaria,Other,2006,NO
829,Bulgaria,Other,2007,NO
830,Bulgaria,Other,2008,NO
831,Bulgaria,Other,2009,NO
832,Bulgaria,Other,2010,NO
833,Bulgaria,Other,2011,NO
834,Bulgaria,Other,2012,NO
835,Bulgaria,Other,2013,NO
836,Bulgaria,Other,2014,NO
837,Bulgaria,Other,2015,NO
838,Bulgaria,Other,2016,NO
839,Bulgaria,Other,Last Inventory Year (2017),NO
840,Canada,Energy,1990,427802.9374
841,Canada,Energy,1991,416857.3216
842,Canada,Energy,1992,431293.7945
843,Canada,Energy,1993,429876.5504
844,Canada,Energy,1994,444058.7098
845,Canada,Energy,1995,455284.4557
846,Canada,Energy,1996,469766.8126
847,Canada,Energy,1997,483132.3761
848,Canada,Energy,1998,491936.0663
849,Canada,Energy,1999,506717.2648
850,Canada,Energy,2000,529585.6045
851,Canada,Energy,2001,524027.0551
852,Canada,Energy,2002,528429.2011
853,Canada,Energy,2003,543620.3189
854,Canada,Energy,2004,540718.3303
855,Canada,Energy,2005,534145.404
856,Canada,Energy,2006,525702.1624
857,Canada,Energy,2007,550193.6659
858,Canada,Energy,2008,532708.2253
859,Canada,Energy,2009,505402.811
860,Canada,Energy,2010,515297.8849
861,Canada,Energy,2011,522455.5496
862,Canada,Energy,2012,522190.5785
863,Canada,Energy,2013,532136.289
864,Canada,Energy,2014,535015.2607
865,Canada,Energy,2015,535077.7449
866,Canada,Energy,2016,521613.0136
867,Canada,Energy,Last Inventory Year (2017),529911.6758
868,Canada,Industrial Processes and Product Use,1990,33294.32615
869,Canada,Industrial Processes and Product Use,1991,34318.2978
870,Canada,Industrial Processes and Product Use,1992,33966.89092
871,Canada,Industrial Processes and Product Use,1993,35252.74888
872,Canada,Industrial Processes and Product Use,1994,35927.26183
873,Canada,Industrial Processes and Product Use,1995,37139.6124
874,Canada,Industrial Processes and Product Use,1996,38157.20318
875,Canada,Industrial Processes and Product Use,1997,39440.62318
876,Canada,Industrial Processes and Product Use,1998,39207.56215
877,Canada,Industrial Processes and Product Use,1999,40404.93367
878,Canada,Industrial Processes and Product Use,2000,39968.44801
879,Canada,Industrial Processes and Product Use,2001,38463.97695
880,Canada,Industrial Processes and Product Use,2002,40255.77889
881,Canada,Industrial Processes and Product Use,2003,42018.16578
882,Canada,Industrial Processes and Product Use,2004,43968.49207
883,Canada,Industrial Processes and Product Use,2005,41001.5456
884,Canada,Industrial Processes and Product Use,2006,43367.1249
885,Canada,Industrial Processes and Product Use,2007,42541.07058
886,Canada,Industrial Processes and Product Use,2008,40751.96529
887,Canada,Industrial Processes and Product Use,2009,35580.29203
888,Canada,Industrial Processes and Product Use,2010,39087.68262
889,Canada,Industrial Processes and Product Use,2011,41984.495
890,Canada,Industrial Processes and Product Use,2012,45474.1918
891,Canada,Industrial Processes and Product Use,2013,42368.93895
892,Canada,Industrial Processes and Product Use,2014,39649.61902
893,Canada,Industrial Processes and Product Use,2015,38895.89226
894,Canada,Industrial Processes and Product Use,2016,39700.81793
895,Canada,Industrial Processes and Product Use,Last Inventory Year (2017),38504.59931
896,Canada,Agriculture,1990,1190.637067
897,Canada,Agriculture,1991,1131.0024
898,Canada,Agriculture,1992,1202.522933
899,Canada,Agriculture,1993,1192.568279
900,Canada,Agriculture,1994,1376.940289
901,Canada,Agriculture,1995,1500.963587
902,Canada,Agriculture,1996,1484.772969
903,Canada,Agriculture,1997,1599.098304
904,Canada,Agriculture,1998,1661.819048
905,Canada,Agriculture,1999,1544.734972
906,Canada,Agriculture,2000,1635.669828
907,Canada,Agriculture,2001,1403.191912
908,Canada,Agriculture,2002,1521.961924
909,Canada,Agriculture,2003,1576.867095
910,Canada,Agriculture,2004,1477.035337
911,Canada,Agriculture,2005,1420.863165
912,Canada,Agriculture,2006,1466.821943
913,Canada,Agriculture,2007,1744.491596
914,Canada,Agriculture,2008,1722.199186
915,Canada,Agriculture,2009,1840.093655
916,Canada,Agriculture,2010,1787.519765
917,Canada,Agriculture,2011,2004.433221
918,Canada,Agriculture,2012,2332.633873
919,Canada,Agriculture,2013,2675.681067
920,Canada,Agriculture,2014,2499.544755
921,Canada,Agriculture,2015,2565.942133
922,Canada,Agriculture,2016,2543.909867
923,Canada,Agriculture,Last Inventory Year (2017),2510.909867
924,Canada,Land Use LandUse Change and Forestry,1990,-69545.78159
925,Canada,Land Use LandUse Change and Forestry,1991,-75943.70694
926,Canada,Land Use LandUse Change and Forestry,1992,-68250.03066
927,Canada,Land Use LandUse Change and Forestry,1993,-61756.47169
928,Canada,Land Use LandUse Change and Forestry,1994,-63542.52788
929,Canada,Land Use LandUse Change and Forestry,1995,-50983.4539
930,Canada,Land Use LandUse Change and Forestry,1996,-59107.59534
931,Canada,Land Use LandUse Change and Forestry,1997,-60545.40556
932,Canada,Land Use LandUse Change and Forestry,1998,-67669.49809
933,Canada,Land Use LandUse Change and Forestry,1999,-57093.58332
934,Canada,Land Use LandUse Change and Forestry,2000,-43425.47055
935,Canada,Land Use LandUse Change and Forestry,2001,-59250.81058
936,Canada,Land Use LandUse Change and Forestry,2002,-45201.23324
937,Canada,Land Use LandUse Change and Forestry,2003,-51221.39025
938,Canada,Land Use LandUse Change and Forestry,2004,-28023.03746
939,Canada,Land Use LandUse Change and Forestry,2005,-22649.3504
940,Canada,Land Use LandUse Change and Forestry,2006,-30830.02036
941,Canada,Land Use LandUse Change and Forestry,2007,-33031.62287
942,Canada,Land Use LandUse Change and Forestry,2008,-38333.58951
943,Canada,Land Use LandUse Change and Forestry,2009,-50287.72503
944,Canada,Land Use LandUse Change and Forestry,2010,-33446.26868
